"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30164","Amazon single product add to cart","Chromium","2026-06-05","broken","2026-06-05","","Arraylist.spec.js","",""
